,date_place,combined_text
10946,"2017-12-15, Houston","dry, warm, cold ||"
10947,"2017-12-16, Houston","dry, warm, cold ||"
10948,"2017-12-17, Houston","torrential, warm, cold ||"
10949,"2017-12-18, Houston","dry, warm, cold ||"
10950,"2017-12-19, Houston","torrential, warm, cold ||"
10951,"2017-12-20, Houston","torrential, hot, warm ||"
10952,"2017-12-21, Houston","dry, hot, cold ||"
10953,"2017-12-22, Houston","downpour, hot, cold ||"
10954,"2017-12-23, Houston","rain, hot, cold ||"
10955,"2017-12-24, Houston","dry, warm, cold ||"
10956,"2017-12-25, Houston","dry, warm, freezing ||"
10957,"2017-12-26, Houston","downpour, warm, freezing ||"
10958,"2017-12-27, Houston","downpour, cold, cold ||"
10959,"2017-12-28, Houston","dry, cold, cold ||"
10960,"2017-12-29, Houston","dry, cold, cold ||"
10961,"2017-12-30, Houston","dry, cold, cold ||"
10962,"2017-12-31, Houston","dry, cold, cold ||"
10963,"2018-01-01, Houston","dry, cold, freezing ||"
10964,"2018-01-02, Houston","dry, cold, freezing ||"
10965,"2018-01-03, Houston","dry, freezing, freezing ||"
10966,"2018-01-04, Houston","dry, cold, freezing ||"
10967,"2018-01-05, Houston","dry, warm, freezing ||"
10968,"2018-01-06, Houston","dry, warm, freezing ||"
10969,"2018-01-07, Houston","dry, warm, cold ||"
10970,"2018-01-08, Houston","torrential, warm, cold ||"
10971,"2018-01-09, Houston","dry, warm, cold ||"
10972,"2018-01-10, Houston","downpour, warm, cold ||"
10973,"2018-01-11, Houston","rain, warm, cold ||"
10974,"2018-01-12, Houston","torrential, warm, freezing ||"
10975,"2018-01-13, Houston","dry, cold, freezing ||"
10976,"2018-01-14, Houston","dry, cold, freezing ||"
10977,"2018-01-15, Houston","dry, warm, freezing ||"
10978,"2018-01-17, Houston","downpour, warm, freezing ||"
10979,"2018-01-18, Houston","dry, cold, freezing ||"
10980,"2018-01-19, Houston","dry, cold, freezing ||"
10981,"2018-01-20, Houston","dry, warm, freezing ||"
10982,"2018-01-21, Houston","dry, warm, warm ||"
10983,"2018-01-22, Houston","downpour, hot, cold ||"
10984,"2018-01-23, Houston","dry, warm, freezing ||"
10985,"2018-01-24, Houston","dry, warm, freezing ||"
10986,"2018-01-25, Houston","dry, warm, freezing ||"
10987,"2018-01-26, Houston","dry, warm, freezing ||"
10988,"2018-01-27, Houston","dry, warm, cold ||"
10989,"2018-01-28, Houston","torrential, warm, cold ||"
10990,"2018-01-29, Houston","dry, warm, cold ||"
10991,"2018-01-30, Houston","dry, warm, freezing ||"
10992,"2018-01-31, Houston","dry, warm, freezing ||"
10993,"2018-02-01, Houston","dry, hot, cold ||"
10994,"2018-02-02, Houston","dry, hot, cold ||"
10995,"2018-02-03, Houston","dry, warm, cold ||"
10996,"2018-02-04, Houston","downpour, warm, cold ||"
10997,"2018-02-05, Houston","dry, warm, cold ||"
10998,"2018-02-06, Houston","rain, warm, cold ||"
10999,"2018-02-07, Houston","downpour, warm, cold ||"
11000,"2018-02-08, Houston","dry, cold, freezing ||"
11001,"2018-02-09, Houston","dry, warm, freezing ||"
11002,"2018-02-10, Houston","downpour, warm, cold ||"
11003,"2018-02-11, Houston","dry, warm, freezing ||"
11004,"2018-02-12, Houston","dry, cold, cold ||"
11005,"2018-02-13, Houston","rain, cold, cold ||"
11006,"2018-02-14, Houston","torrential, cold, cold ||"
11007,"2018-02-15, Houston","rain, hot, cold ||"
11008,"2018-02-16, Houston","dry, hot, cold ||"
11009,"2018-02-17, Houston","dry, hot, cold ||"
11010,"2018-02-18, Houston","downpour, warm, cold ||"
11011,"2018-02-19, Houston","dry, hot, warm ||"
11012,"2018-02-20, Houston","rain, hot, warm ||"
11013,"2018-02-21, Houston","torrential, hot, warm ||"
11014,"2018-02-22, Houston","torrential, warm, cold ||"
11015,"2018-02-24, Houston","dry, hot, cold ||"
11016,"2018-02-25, Houston","rain, warm, warm ||"
11017,"2018-02-26, Houston","torrential, warm, cold ||"
11018,"2018-02-27, Houston","dry, hot, cold ||"
11019,"2018-02-28, Houston","downpour, hot, warm ||"
11020,"2018-03-01, Houston","downpour, hot, warm ||"
11021,"2018-03-02, Houston","dry, hot, cold ||"
11022,"2018-03-03, Houston","dry, hot, cold ||"
11023,"2018-03-04, Houston","dry, hot, cold ||"
11024,"2018-03-05, Houston","dry, hot, warm ||"
11025,"2018-03-06, Houston","downpour, hot, cold ||"
11026,"2018-03-07, Houston","dry, hot, cold ||"
11027,"2018-03-08, Houston","dry, warm, cold ||"
11028,"2018-03-09, Houston","dry, warm, cold ||"
11029,"2018-03-10, Houston","dry, hot, cold ||"
11030,"2018-03-11, Houston","dry, warm, warm ||"
11031,"2018-03-12, Houston","dry, warm, cold ||"
11032,"2018-03-13, Houston","dry, warm, cold ||"
11033,"2018-03-14, Houston","dry, warm, cold ||"
11034,"2018-03-15, Houston","dry, warm, cold ||"
11035,"2018-03-16, Houston","dry, hot, cold ||"
11036,"2018-03-17, Houston","dry, hot, warm ||"
11037,"2018-03-18, Houston","torrential, warm, warm ||"
11038,"2018-03-19, Houston","torrential, hot, cold ||"
11039,"2018-03-20, Houston","dry, hot, cold ||"
11040,"2018-03-21, Houston","dry, warm, cold ||"
11041,"2018-03-22, Houston","dry, hot, cold ||"
11042,"2018-03-23, Houston","dry, hot, cold ||"
11043,"2018-03-24, Houston","dry, hot, cold ||"
11044,"2018-03-25, Houston","dry, hot, warm ||"
11045,"2018-03-26, Houston","dry, hot, warm ||"
11046,"2018-03-27, Houston","dry, hot, warm ||"
11047,"2018-03-28, Houston","torrential, hot, warm ||"
11048,"2018-03-29, Houston","torrential, warm, warm ||"
11049,"2018-03-30, Houston","dry, warm, warm ||"
11050,"2018-03-31, Houston","dry, hot, warm ||"
11051,"2018-04-01, Houston","dry, hot, warm ||"
11052,"2018-04-02, Houston","dry, hot, warm ||"
11053,"2018-04-03, Houston","dry, hot, warm ||"
11054,"2018-04-04, Houston","torrential, hot, cold ||"
11055,"2018-04-05, Houston","dry, warm, cold ||"
11056,"2018-04-06, Houston","dry, hot, cold ||"
11057,"2018-04-07, Houston","downpour, warm, cold ||"
11058,"2018-04-08, Houston","rain, cold, cold ||"
11059,"2018-04-09, Houston","dry, warm, cold ||"
11060,"2018-04-10, Houston","dry, warm, cold ||"
11061,"2018-04-11, Houston","dry, hot, cold ||"
11062,"2018-04-12, Houston","dry, hot, cold ||"
11063,"2018-04-13, Houston","dry, hot, warm ||"
11064,"2018-04-14, Houston","torrential, warm, cold ||"
11065,"2018-04-15, Houston","dry, warm, cold ||"
11066,"2018-04-16, Houston","dry, warm, cold ||"
11067,"2018-04-17, Houston","dry, hot, cold ||"
11068,"2018-04-18, Houston","dry, hot, warm ||"
11069,"2018-04-19, Houston","dry, hot, warm ||"
11070,"2018-04-20, Houston","dry, hot, cold ||"
11071,"2018-04-21, Houston","dry, hot, cold ||"
11072,"2018-04-22, Houston","torrential, warm, warm ||"
11073,"2018-04-23, Houston","dry, hot, cold ||"
11074,"2018-04-24, Houston","dry, hot, cold ||"
11075,"2018-04-25, Houston","dry, hot, warm ||"
11076,"2018-04-26, Houston","dry, hot, cold ||"
11077,"2018-04-27, Houston","dry, hot, cold ||"
11078,"2018-04-28, Houston","dry, hot, cold ||"
11079,"2018-04-29, Houston","dry, hot, cold ||"
11080,"2018-04-30, Houston","dry, hot, warm ||"
11081,"2018-05-01, Houston","dry, hot, warm ||"
11082,"2018-05-02, Houston","dry, hot, warm ||"
11083,"2018-05-03, Houston","dry, hot, hot ||"
11084,"2018-05-04, Houston","dry, hot, hot ||"
11085,"2018-05-05, Houston","torrential, hot, warm ||"
11086,"2018-05-06, Houston","dry, hot, warm ||"
11087,"2018-05-07, Houston","dry, hot, warm ||"
11088,"2018-05-08, Houston","dry, hot, warm ||"
11089,"2018-05-09, Houston","dry, hot, warm ||"
11090,"2018-05-10, Houston","dry, hot, warm ||"
11091,"2018-05-11, Houston","dry, hot, warm ||"
11092,"2018-05-12, Houston","dry, hot, warm ||"
11093,"2018-05-13, Houston","dry, hot, warm ||"
11094,"2018-05-14, Houston","dry, hot, warm ||"
11095,"2018-05-15, Houston","dry, hot, warm ||"
11096,"2018-05-16, Houston","dry, hot, warm ||"
11097,"2018-05-17, Houston","dry, scorching, warm ||"
11098,"2018-05-18, Houston","dry, scorching, warm ||"
11099,"2018-05-19, Houston","dry, scorching, warm ||"
11100,"2018-05-20, Houston","dry, hot, hot ||"
11101,"2018-05-21, Houston","torrential, hot, warm ||"
11102,"2018-05-22, Houston","torrential, hot, warm ||"
11103,"2018-05-23, Houston","dry, hot, warm ||"
11104,"2018-05-24, Houston","dry, hot, warm ||"
11105,"2018-05-25, Houston","dry, hot, warm ||"
11106,"2018-05-26, Houston","dry, scorching, warm ||"
11107,"2018-05-27, Houston","dry, scorching, warm ||"
11108,"2018-05-28, Houston","dry, hot, warm ||"
11109,"2018-05-29, Houston","dry, scorching, warm ||"
11110,"2018-05-30, Houston","dry, scorching, warm ||"
11111,"2018-05-31, Houston","dry, scorching, hot ||"
11112,"2018-06-01, Houston","dry, scorching, hot ||"
11113,"2018-06-02, Houston","dry, scorching, hot ||"
11114,"2018-06-03, Houston","dry, scorching, hot ||"
11115,"2018-06-04, Houston","dry, scorching, hot ||"
11116,"2018-06-05, Houston","dry, hot, hot ||"
11117,"2018-06-06, Houston","dry, scorching, hot ||"
11118,"2018-06-07, Houston","dry, scorching, hot ||"
11119,"2018-06-08, Houston","dry, scorching, hot ||"
11120,"2018-06-09, Houston","dry, scorching, hot ||"
11121,"2018-06-10, Houston","dry, scorching, hot ||"
11122,"2018-06-11, Houston","dry, scorching, hot ||"
11123,"2018-06-12, Houston","dry, scorching, hot ||"
11124,"2018-06-13, Houston","dry, scorching, hot ||"
11125,"2018-06-14, Houston","dry, scorching, hot ||"
11126,"2018-06-15, Houston","dry, scorching, hot ||"
11127,"2018-06-16, Houston","dry, scorching, hot ||"
11128,"2018-06-17, Houston","dry, scorching, hot ||"
11129,"2018-06-18, Houston","torrential, scorching, hot ||"
11130,"2018-06-19, Houston","torrential, hot, hot ||"
11131,"2018-06-20, Houston","torrential, hot, hot ||"
11132,"2018-06-21, Houston","torrential, hot, hot ||"
11133,"2018-06-22, Houston","dry, scorching, hot ||"
11134,"2018-06-23, Houston","dry, scorching, hot ||"
11135,"2018-06-24, Houston","dry, scorching, hot ||"
11136,"2018-06-25, Houston","dry, scorching, hot ||"
11137,"2018-06-26, Houston","dry, scorching, hot ||"
11138,"2018-06-27, Houston","dry, scorching, hot ||"
11139,"2018-06-28, Houston","dry, scorching, hot ||"
11140,"2018-06-29, Houston","dry, scorching, hot ||"
11141,"2018-06-30, Houston","dry, scorching, hot ||"
11142,"2018-07-01, Houston","dry, scorching, hot ||"
11143,"2018-07-02, Houston","dry, scorching, hot ||"
11144,"2018-07-03, Houston","dry, scorching, hot ||"
11145,"2018-07-04, Houston","downpour, scorching, hot ||"
11146,"2018-07-05, Houston","torrential, hot, hot ||"
11147,"2018-07-06, Houston","torrential, scorching, hot ||"
11148,"2018-07-07, Houston","rain, scorching, hot ||"
11149,"2018-07-08, Houston","torrential, scorching, hot ||"
11150,"2018-07-09, Houston","dry, scorching, hot ||"
11151,"2018-07-10, Houston","rain, hot, hot ||"
11152,"2018-07-11, Houston","dry, scorching, hot ||"
11153,"2018-07-12, Houston","dry, scorching, hot ||"
11154,"2018-07-13, Houston","torrential, hot, hot ||"
11155,"2018-07-14, Houston","dry, scorching, hot ||"
11156,"2018-07-15, Houston","dry, scorching, hot ||"
11157,"2018-07-16, Houston","dry, scorching, hot ||"
11158,"2018-07-17, Houston","dry, scorching, hot ||"
11159,"2018-07-18, Houston","dry, scorching, hot ||"
11160,"2018-07-19, Houston","dry, scorching, hot ||"
11161,"2018-07-20, Houston","dry, scorching, hot ||"
11162,"2018-07-21, Houston","dry, scorching, hot ||"
11163,"2018-07-22, Houston","dry, scorching, hot ||"
11164,"2018-07-23, Houston","dry, scorching, hot ||"
11165,"2018-07-24, Houston","dry, scorching, hot ||"
11166,"2018-07-25, Houston","dry, scorching, hot ||"
11167,"2018-07-26, Houston","dry, scorching, hot ||"
11168,"2018-07-27, Houston","dry, scorching, hot ||"
11169,"2018-07-28, Houston","dry, scorching, hot ||"
11170,"2018-07-29, Houston","dry, scorching, hot ||"
11171,"2018-07-30, Houston","dry, scorching, hot ||"
11172,"2018-07-31, Houston","downpour, scorching, hot ||"
11173,"2018-08-01, Houston","dry, scorching, warm ||"
11174,"2018-08-02, Houston","dry, scorching, warm ||"
11175,"2018-08-03, Houston","dry, scorching, warm ||"
11176,"2018-08-04, Houston","dry, scorching, warm ||"
11177,"2018-08-05, Houston","dry, scorching, warm ||"
11178,"2018-08-06, Houston","dry, scorching, hot ||"
11179,"2018-08-07, Houston","dry, scorching, hot ||"
11180,"2018-08-08, Houston","dry, scorching, hot ||"
11181,"2018-08-09, Houston","dry, scorching, hot ||"
11182,"2018-08-10, Houston","dry, scorching, hot ||"
11183,"2018-08-11, Houston","dry, scorching, hot ||"
11184,"2018-08-12, Houston","dry, scorching, hot ||"
11185,"2018-08-13, Houston","torrential, scorching, hot ||"
11186,"2018-08-14, Houston","downpour, scorching, hot ||"
11187,"2018-08-15, Houston","dry, scorching, hot ||"
11188,"2018-08-16, Houston","dry, scorching, hot ||"
11189,"2018-08-17, Houston","dry, scorching, hot ||"
11190,"2018-08-18, Houston","dry, scorching, hot ||"
11191,"2018-08-19, Houston","dry, scorching, hot ||"
11192,"2018-08-20, Houston","dry, scorching, hot ||"
11193,"2018-08-21, Houston","torrential, scorching, hot ||"
11194,"2018-08-22, Houston","dry, scorching, warm ||"
11195,"2018-08-23, Houston","dry, scorching, warm ||"
11196,"2018-08-24, Houston","dry, scorching, hot ||"
11197,"2018-08-25, Houston","dry, scorching, hot ||"
11198,"2018-08-26, Houston","dry, scorching, hot ||"
11199,"2018-08-27, Houston","dry, scorching, hot ||"
11200,"2018-08-28, Houston","dry, scorching, hot ||"
11201,"2018-08-29, Houston","torrential, scorching, hot ||"
11202,"2018-08-30, Houston","dry, scorching, hot ||"
11203,"2018-08-31, Houston","dry, scorching, hot ||"
11204,"2018-09-01, Houston","dry, scorching, hot ||"
11205,"2018-09-02, Houston","dry, scorching, hot ||"
11206,"2018-09-03, Houston","dry, scorching, hot ||"
11207,"2018-09-04, Houston","torrential, scorching, hot ||"
11208,"2018-09-05, Houston","rain, hot, hot ||"
11209,"2018-09-06, Houston","dry, scorching, hot ||"
11210,"2018-09-07, Houston","dry, scorching, hot ||"
11211,"2018-09-08, Houston","dry, scorching, hot ||"
11212,"2018-09-09, Houston","torrential, scorching, hot ||"
11213,"2018-09-10, Houston","dry, hot, hot ||"
11214,"2018-09-11, Houston","torrential, hot, hot ||"
11215,"2018-09-12, Houston","torrential, hot, hot ||"
11216,"2018-09-13, Houston","torrential, hot, hot ||"
11217,"2018-09-14, Houston","torrential, hot, hot ||"
11218,"2018-09-15, Houston","downpour, hot, hot ||"
11219,"2018-09-16, Houston","dry, hot, hot ||"
11220,"2018-09-17, Houston","dry, scorching, hot ||"
11221,"2018-09-18, Houston","dry, scorching, hot ||"
11222,"2018-09-19, Houston","dry, scorching, hot ||"
11223,"2018-09-20, Houston","dry, scorching, hot ||"
11224,"2018-09-21, Houston","dry, scorching, hot ||"
11225,"2018-09-22, Houston","dry, hot, hot ||"
11226,"2018-09-23, Houston","torrential, hot, hot ||"
11227,"2018-09-24, Houston","dry, hot, warm ||"
11228,"2018-09-25, Houston","dry, hot, warm ||"
11229,"2018-09-26, Houston","downpour, hot, hot ||"
11230,"2018-09-27, Houston","rain, hot, warm ||"
11231,"2018-09-28, Houston","dry, hot, warm ||"
11232,"2018-09-29, Houston","rain, hot, warm ||"
11233,"2018-09-30, Houston","torrential, hot, warm ||"
11234,"2018-10-01, Houston","dry, hot, warm ||"
11235,"2018-10-02, Houston","torrential, hot, warm ||"
11236,"2018-10-03, Houston","dry, hot, warm ||"
11237,"2018-10-04, Houston","dry, hot, hot ||"
11238,"2018-10-05, Houston","dry, hot, hot ||"
11239,"2018-10-06, Houston","dry, hot, hot ||"
11240,"2018-10-07, Houston","dry, hot, hot ||"
11241,"2018-10-08, Houston","dry, hot, hot ||"
11242,"2018-10-09, Houston","downpour, hot, hot ||"
11243,"2018-10-10, Houston","torrential, hot, warm ||"
11244,"2018-10-11, Houston","dry, hot, warm ||"
11245,"2018-10-12, Houston","dry, hot, warm ||"
11246,"2018-10-13, Houston","dry, hot, warm ||"
11247,"2018-10-14, Houston","torrential, hot, warm ||"
11248,"2018-10-15, Houston","dry, hot, warm ||"
11249,"2018-10-16, Houston","torrential, warm, cold ||"
11250,"2018-10-17, Houston","torrential, warm, cold ||"
11251,"2018-10-18, Houston","downpour, warm, warm ||"
11252,"2018-10-19, Houston","rain, warm, warm ||"
11253,"2018-10-20, Houston","dry, warm, warm ||"
11254,"2018-10-21, Houston","torrential, warm, warm ||"
11255,"2018-10-22, Houston","dry, warm, cold ||"
11256,"2018-10-23, Houston","downpour, warm, cold ||"
11257,"2018-10-24, Houston","downpour, warm, cold ||"
11258,"2018-10-25, Houston","torrential, warm, warm ||"
11259,"2018-10-26, Houston","dry, warm, cold ||"
11260,"2018-10-27, Houston","dry, warm, cold ||"
11261,"2018-10-28, Houston","dry, warm, warm ||"
11262,"2018-10-29, Houston","dry, hot, warm ||"
11263,"2018-10-30, Houston","dry, hot, warm ||"
11264,"2018-10-31, Houston","dry, hot, warm ||"
11265,"2018-11-01, Houston","torrential, hot, warm ||"
11266,"2018-11-02, Houston","dry, warm, cold ||"
11267,"2018-11-03, Houston","dry, hot, cold ||"
11268,"2018-11-04, Houston","torrential, warm, warm ||"
11269,"2018-11-05, Houston","dry, hot, warm ||"
11270,"2018-11-06, Houston","dry, hot, warm ||"
11271,"2018-11-07, Houston","dry, hot, warm ||"
11272,"2018-11-08, Houston","dry, hot, warm ||"
11273,"2018-11-09, Houston","torrential, warm, cold ||"
11274,"2018-11-10, Houston","dry, warm, cold ||"
11275,"2018-11-11, Houston","dry, warm, cold ||"
11276,"2018-11-12, Houston","torrential, warm, cold ||"
11277,"2018-11-13, Houston","downpour, cold, cold ||"
11278,"2018-11-14, Houston","dry, cold, freezing ||"
11279,"2018-11-15, Houston","dry, cold, freezing ||"
11280,"2018-11-16, Houston","dry, warm, freezing ||"
11281,"2018-11-17, Houston","dry, warm, freezing ||"
11282,"2018-11-18, Houston","dry, warm, cold ||"
11283,"2018-11-19, Houston","dry, warm, cold ||"
11284,"2018-11-20, Houston","torrential, warm, cold ||"
11285,"2018-11-21, Houston","dry, warm, freezing ||"
11286,"2018-11-22, Houston","dry, warm, freezing ||"
11287,"2018-11-23, Houston","dry, warm, cold ||"
11288,"2018-11-24, Houston","dry, hot, cold ||"
11289,"2018-11-25, Houston","dry, hot, warm ||"
11290,"2018-11-26, Houston","dry, hot, cold ||"
11291,"2018-11-27, Houston","dry, warm, freezing ||"
11292,"2018-11-28, Houston","dry, warm, freezing ||"
11293,"2018-11-29, Houston","dry, warm, cold ||"
11294,"2018-11-30, Houston","rain, hot, warm ||"
11295,"2018-12-01, Houston","downpour, hot, warm ||"
11296,"2018-12-02, Houston","dry, hot, cold ||"
11297,"2018-12-03, Houston","dry, warm, cold ||"
11298,"2018-12-04, Houston","dry, warm, cold ||"
11299,"2018-12-05, Houston","dry, warm, cold ||"
11300,"2018-12-06, Houston","dry, warm, cold ||"
11301,"2018-12-07, Houston","torrential, warm, cold ||"
11302,"2018-12-08, Houston","torrential, warm, cold ||"
11303,"2018-12-09, Houston","dry, cold, cold ||"
11304,"2018-12-10, Houston","dry, cold, freezing ||"
11305,"2018-12-11, Houston","dry, warm, freezing ||"
11306,"2018-12-12, Houston","dry, warm, freezing ||"
11307,"2018-12-13, Houston","torrential, warm, warm ||"
11308,"2018-12-14, Houston","torrential, hot, cold ||"
11309,"2018-12-15, Houston","downpour, warm, cold ||"
11310,"2018-12-16, Houston","dry, warm, cold ||"
11311,"2018-12-17, Houston","dry, warm, cold ||"
11312,"2018-12-18, Houston","dry, warm, cold ||"
11313,"2018-12-19, Houston","torrential, warm, cold ||"
11314,"2018-12-20, Houston","torrential, warm, cold ||"
11315,"2018-12-21, Houston","dry, warm, cold ||"
11316,"2018-12-22, Houston","dry, warm, cold ||"
11317,"2018-12-23, Houston","dry, hot, cold ||"
11318,"2018-12-24, Houston","dry, warm, cold ||"
11319,"2018-12-25, Houston","dry, hot, cold ||"
11320,"2018-12-26, Houston","dry, warm, cold ||"
11321,"2018-12-27, Houston","torrential, warm, warm ||"
11322,"2018-12-28, Houston","dry, warm, cold ||"
11323,"2018-12-29, Houston","dry, warm, cold ||"
11324,"2018-12-30, Houston","dry, warm, cold ||"
11325,"2018-12-31, Houston","torrential, warm, cold ||"
11326,"2019-01-01, Houston","dry, warm, cold ||"
11327,"2019-01-02, Houston","downpour, warm, cold ||"
11328,"2019-01-03, Houston","torrential, warm, cold ||"
11329,"2019-01-04, Houston","downpour, cold, cold ||"
11330,"2019-01-05, Houston","dry, warm, freezing ||"
11331,"2019-01-06, Houston","dry, hot, freezing ||"
11332,"2019-01-07, Houston","dry, hot, cold ||"
11333,"2019-01-08, Houston","dry, warm, warm ||"
11334,"2019-01-09, Houston","dry, hot, cold ||"
11335,"2019-01-10, Houston","dry, warm, cold ||"
11336,"2019-01-11, Houston","dry, warm, cold ||"
11337,"2019-01-12, Houston","torrential, warm, cold ||"
11338,"2019-01-13, Houston","dry, warm, cold ||"
11339,"2019-01-14, Houston","dry, warm, cold ||"
11340,"2019-01-15, Houston","dry, cold, cold ||"
11341,"2019-01-16, Houston","dry, cold, cold ||"
11342,"2019-01-17, Houston","downpour, warm, cold ||"
11343,"2019-01-18, Houston","dry, warm, cold ||"
11344,"2019-01-19, Houston","torrential, warm, cold ||"
11345,"2019-01-20, Houston","dry, cold, freezing ||"
11346,"2019-01-21, Houston","dry, cold, freezing ||"
11347,"2019-01-22, Houston","dry, warm, cold ||"
11348,"2019-01-23, Houston","torrential, warm, cold ||"
11349,"2019-01-24, Houston","dry, cold, freezing ||"
11350,"2019-01-25, Houston","dry, warm, freezing ||"
11351,"2019-01-26, Houston","dry, warm, cold ||"
11352,"2019-01-27, Houston","dry, warm, cold ||"
11353,"2019-01-28, Houston","dry, warm, cold ||"
11354,"2019-01-29, Houston","dry, warm, freezing ||"
11355,"2019-01-30, Houston","dry, cold, freezing ||"
11356,"2019-01-31, Houston","dry, warm, cold ||"
11357,"2019-02-01, Houston","dry, warm, cold ||"
11358,"2019-02-02, Houston","dry, warm, cold ||"
11359,"2019-02-03, Houston","dry, warm, warm ||"
11360,"2019-02-04, Houston","dry, warm, warm ||"
11361,"2019-02-05, Houston","dry, hot, warm ||"
11362,"2019-02-06, Houston","dry, hot, warm ||"
11363,"2019-02-07, Houston","downpour, hot, warm ||"
11364,"2019-02-08, Houston","torrential, hot, freezing ||"
11365,"2019-02-09, Houston","dry, cold, freezing ||"
11366,"2019-02-10, Houston","rain, cold, freezing ||"
11367,"2019-02-11, Houston","downpour, warm, cold ||"
11368,"2019-02-12, Houston","torrential, warm, warm ||"
11369,"2019-02-13, Houston","dry, warm, freezing ||"
11370,"2019-02-14, Houston","dry, warm, cold ||"
11371,"2019-02-15, Houston","dry, hot, cold ||"
11372,"2019-02-17, Houston","dry, warm, cold ||"
11373,"2019-02-18, Houston","dry, warm, cold ||"
11374,"2019-02-19, Houston","rain, cold, cold ||"
11375,"2019-02-20, Houston","torrential, cold, cold ||"
11376,"2019-02-22, Houston","downpour, cold, cold ||"
11377,"2019-02-23, Houston","rain, warm, cold ||"
11378,"2019-02-24, Houston","downpour, warm, cold ||"
11379,"2019-02-25, Houston","dry, hot, cold ||"
11380,"2019-02-26, Houston","rain, warm, cold ||"
11381,"2019-02-27, Houston","downpour, warm, cold ||"
11382,"2019-02-28, Houston","rain, warm, cold ||"
11383,"2019-03-01, Houston","dry, cold, cold ||"
11384,"2019-03-02, Houston","rain, warm, cold ||"
11385,"2019-03-03, Houston","downpour, warm, cold ||"
11386,"2019-03-04, Houston","dry, cold, freezing ||"
11387,"2019-03-05, Houston","dry, cold, freezing ||"
11388,"2019-03-06, Houston","dry, cold, freezing ||"
11389,"2019-03-07, Houston","dry, warm, freezing ||"
11390,"2019-03-08, Houston","dry, warm, cold ||"
11391,"2019-03-09, Houston","dry, hot, warm ||"
11392,"2019-03-10, Houston","downpour, hot, warm ||"
11393,"2019-03-11, Houston","dry, hot, warm ||"
11394,"2019-03-12, Houston","dry, warm, warm ||"
11395,"2019-03-13, Houston","rain, hot, warm ||"
11396,"2019-03-14, Houston","torrential, hot, warm ||"
11397,"2019-03-15, Houston","dry, hot, cold ||"
11398,"2019-03-16, Houston","dry, warm, cold ||"
11399,"2019-03-17, Houston","dry, warm, cold ||"
11400,"2019-03-18, Houston","dry, warm, cold ||"
11401,"2019-03-19, Houston","dry, hot, cold ||"
11402,"2019-03-20, Houston","dry, hot, cold ||"
11403,"2019-03-21, Houston","dry, hot, cold ||"
11404,"2019-03-22, Houston","dry, hot, cold ||"
11405,"2019-03-23, Houston","dry, hot, cold ||"
11406,"2019-03-24, Houston","dry, hot, warm ||"
11407,"2019-03-25, Houston","rain, hot, warm ||"
11408,"2019-03-26, Houston","dry, hot, cold ||"
11409,"2019-03-27, Houston","dry, hot, cold ||"
11410,"2019-03-28, Houston","dry, hot, cold ||"
11411,"2019-03-29, Houston","dry, hot, cold ||"
11412,"2019-03-30, Houston","dry, hot, warm ||"
11413,"2019-03-31, Houston","downpour, warm, cold ||"
11414,"2019-04-01, Houston","dry, warm, cold ||"
11415,"2019-04-02, Houston","dry, warm, cold ||"
11416,"2019-04-03, Houston","dry, warm, cold ||"
11417,"2019-04-04, Houston","dry, warm, cold ||"
11418,"2019-04-05, Houston","dry, hot, warm ||"
11419,"2019-04-06, Houston","dry, hot, warm ||"
11420,"2019-04-07, Houston","torrential, hot, warm ||"
11421,"2019-04-08, Houston","torrential, hot, warm ||"
11422,"2019-04-09, Houston","dry, hot, warm ||"
11423,"2019-04-10, Houston","dry, hot, warm ||"
11424,"2019-04-11, Houston","dry, hot, warm ||"
11425,"2019-04-12, Houston","dry, hot, warm ||"
11426,"2019-04-13, Houston","dry, hot, warm ||"
11427,"2019-04-14, Houston","torrential, warm, cold ||"
11428,"2019-04-15, Houston","dry, warm, cold ||"
11429,"2014-01-01, Los Angeles","dry, hot, cold ||"
11430,"2014-01-02, Los Angeles","dry, hot, cold ||"
11431,"2014-01-03, Los Angeles","dry, hot, cold ||"
11432,"2014-01-04, Los Angeles","dry, warm, cold ||"
11433,"2014-01-05, Los Angeles","dry, hot, cold ||"
11434,"2014-01-06, Los Angeles","dry, hot, cold ||"
11435,"2014-01-07, Los Angeles","dry, warm, cold ||"
11436,"2014-01-08, Los Angeles","dry, warm, cold ||"
11437,"2014-01-09, Los Angeles","dry, warm, cold ||"
11438,"2014-01-10, Los Angeles","dry, hot, cold ||"
11439,"2014-01-11, Los Angeles","dry, hot, cold ||"
11440,"2014-01-12, Los Angeles","dry, warm, cold ||"
11441,"2014-01-13, Los Angeles","dry, hot, cold ||"
11442,"2014-01-14, Los Angeles","dry, hot, warm ||"
11443,"2014-01-15, Los Angeles","dry, hot, warm ||"
11444,"2014-01-16, Los Angeles","dry, hot, warm ||"
11445,"2014-01-17, Los Angeles","dry, hot, warm ||"
11446,"2014-01-18, Los Angeles","dry, hot, cold ||"
11447,"2014-01-19, Los Angeles","dry, hot, cold ||"
11448,"2014-01-20, Los Angeles","dry, hot, cold ||"
11449,"2014-01-21, Los Angeles","dry, hot, warm ||"
11450,"2014-01-22, Los Angeles","dry, hot, warm ||"
