,index,station,date,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT05,WT11,elevation,mindate,maxdate,latitude,name,datacoverage,elevationUnit,longitude
442,442,GHCND:USC00412114,2015-05-25T00:00:00,49.0,168.0,,,261.0,206.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
443,443,GHCND:USC00412114,2015-05-26T00:00:00,0.0,638.0,,,311.0,183.0,183.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
444,444,GHCND:USC00412114,2015-05-27T00:00:00,4.0,137.0,,,306.0,183.0,183.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
445,445,GHCND:USC00412114,2015-05-28T00:00:00,0.0,5.0,,,311.0,183.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
446,446,GHCND:USC00412114,2015-05-30T00:00:00,22.0,0.0,,,306.0,211.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
447,447,GHCND:USC00412114,2015-05-31T00:00:00,27.0,20.0,,,300.0,189.0,189.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
448,448,GHCND:USC00412114,2015-06-01T00:00:00,0.0,0.0,,,283.0,167.0,167.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
449,449,GHCND:USC00412114,2015-06-02T00:00:00,9.0,0.0,,,294.0,167.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
450,450,GHCND:USC00412114,2015-06-03T00:00:00,0.0,0.0,,,317.0,183.0,189.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
451,451,GHCND:USC00412114,2015-06-04T00:00:00,0.0,0.0,,,328.0,189.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
452,452,GHCND:USC00412114,2015-06-05T00:00:00,0.0,0.0,,,333.0,200.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
453,453,GHCND:USC00412114,2015-06-06T00:00:00,0.0,0.0,,,333.0,206.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
454,454,GHCND:USC00412114,2015-06-07T00:00:00,0.0,0.0,,,344.0,211.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
455,455,GHCND:USC00412114,2015-06-08T00:00:00,0.0,0.0,,,350.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
456,456,GHCND:USC00412114,2015-06-09T00:00:00,0.0,0.0,,,344.0,217.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
457,457,GHCND:USC00412114,2015-06-10T00:00:00,0.0,0.0,,,350.0,217.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
458,458,GHCND:USC00412114,2015-06-11T00:00:00,18.0,0.0,,,350.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
459,459,GHCND:USC00412114,2015-06-12T00:00:00,0.0,0.0,,,350.0,222.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
460,460,GHCND:USC00412114,2015-06-13T00:00:00,22.0,0.0,,,356.0,228.0,256.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
461,461,GHCND:USC00412114,2015-06-14T00:00:00,4.0,211.0,,,306.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
462,462,GHCND:USC00412114,2015-06-15T00:00:00,9.0,33.0,,,311.0,228.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
463,463,GHCND:USC00412114,2015-06-16T00:00:00,18.0,58.0,,,333.0,228.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
464,464,GHCND:USC00412114,2015-06-17T00:00:00,67.0,89.0,,,283.0,239.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
465,465,GHCND:USC00412114,2015-06-18T00:00:00,36.0,668.0,,,289.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
466,466,GHCND:USC00412114,2015-06-19T00:00:00,22.0,188.0,,,289.0,228.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
467,467,GHCND:USC00412114,2015-06-20T00:00:00,27.0,0.0,,,333.0,244.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
468,468,GHCND:USC00412114,2015-06-21T00:00:00,27.0,74.0,,,328.0,228.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
469,469,GHCND:USC00412114,2015-06-22T00:00:00,22.0,15.0,,,322.0,239.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
470,470,GHCND:USC00412114,2015-06-23T00:00:00,0.0,0.0,,,339.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
471,471,GHCND:USC00412114,2015-06-24T00:00:00,0.0,0.0,,,350.0,228.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
472,472,GHCND:USC00412114,2015-06-25T00:00:00,0.0,0.0,,,344.0,239.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
473,473,GHCND:USC00412114,2015-06-26T00:00:00,18.0,0.0,,,344.0,233.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
474,474,GHCND:USC00412114,2015-06-27T00:00:00,18.0,0.0,,,350.0,239.0,256.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
475,475,GHCND:USC00412114,2015-06-28T00:00:00,0.0,18.0,,,311.0,228.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
476,476,GHCND:USC00412114,2015-06-29T00:00:00,0.0,0.0,,,339.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
477,477,GHCND:USC00412114,2015-06-30T00:00:00,22.0,0.0,,,344.0,233.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
478,478,GHCND:USC00412114,2015-07-01T00:00:00,0.0,13.0,,,344.0,206.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
479,479,GHCND:USC00412114,2015-07-02T00:00:00,18.0,0.0,,,339.0,206.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
480,480,GHCND:USC00412114,2015-07-03T00:00:00,31.0,0.0,,,333.0,217.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
481,481,GHCND:USC00412114,2015-07-04T00:00:00,9.0,0.0,,,344.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
482,482,GHCND:USC00412114,2015-07-05T00:00:00,18.0,0.0,,,350.0,228.0,261.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
483,483,GHCND:USC00412114,2015-07-06T00:00:00,9.0,0.0,,,350.0,244.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
484,484,GHCND:USC00412114,2015-07-07T00:00:00,18.0,0.0,,,339.0,244.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
485,485,GHCND:USC00412114,2015-07-08T00:00:00,31.0,36.0,,,344.0,239.0,256.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
486,486,GHCND:USC00412114,2015-07-09T00:00:00,22.0,0.0,,,344.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
487,487,GHCND:USC00412114,2015-07-10T00:00:00,0.0,0.0,,,361.0,233.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
488,488,GHCND:USC00412114,2015-07-11T00:00:00,22.0,0.0,,,356.0,228.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
489,489,GHCND:USC00412114,2015-07-12T00:00:00,0.0,0.0,,,361.0,228.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
490,490,GHCND:USC00412114,2015-07-13T00:00:00,18.0,0.0,,,361.0,228.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
491,491,GHCND:USC00412114,2015-07-14T00:00:00,9.0,0.0,,,361.0,233.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
492,492,GHCND:USC00412114,2015-07-15T00:00:00,0.0,0.0,,,361.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
493,493,GHCND:USC00412114,2015-07-16T00:00:00,0.0,0.0,,,361.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
494,494,GHCND:USC00412114,2015-07-17T00:00:00,18.0,0.0,,,361.0,233.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
495,495,GHCND:USC00412114,2015-07-18T00:00:00,0.0,0.0,,,372.0,217.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
496,496,GHCND:USC00412114,2015-07-19T00:00:00,18.0,0.0,,,372.0,217.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
497,497,GHCND:USC00412114,2015-07-20T00:00:00,4.0,0.0,,,372.0,239.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
498,498,GHCND:USC00412114,2015-07-21T00:00:00,9.0,0.0,,,378.0,244.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
499,499,GHCND:USC00412114,2015-07-22T00:00:00,18.0,0.0,,,372.0,244.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
500,500,GHCND:USC00412114,2015-07-23T00:00:00,0.0,0.0,,,372.0,228.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
501,501,GHCND:USC00412114,2015-07-24T00:00:00,0.0,0.0,,,378.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
502,502,GHCND:USC00412114,2015-07-25T00:00:00,0.0,0.0,,,378.0,233.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
503,503,GHCND:USC00412114,2015-07-26T00:00:00,0.0,0.0,,,383.0,244.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
504,504,GHCND:USC00412114,2015-07-27T00:00:00,0.0,0.0,,,389.0,244.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
505,505,GHCND:USC00412114,2015-07-28T00:00:00,0.0,0.0,,,394.0,239.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
506,506,GHCND:USC00412114,2015-07-29T00:00:00,0.0,0.0,,,394.0,233.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
507,507,GHCND:USC00412114,2015-07-30T00:00:00,0.0,0.0,,,394.0,239.0,256.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
508,508,GHCND:USC00412114,2015-07-31T00:00:00,4.0,0.0,,,400.0,244.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
509,509,GHCND:USC00412114,2015-08-01T00:00:00,4.0,0.0,,,372.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
510,510,GHCND:USC00412114,2015-08-02T00:00:00,0.0,0.0,,,372.0,200.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
511,511,GHCND:USC00412114,2015-08-03T00:00:00,0.0,0.0,,,372.0,206.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
512,512,GHCND:USC00412114,2015-08-04T00:00:00,9.0,0.0,,,389.0,206.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
513,513,GHCND:USC00412114,2015-08-05T00:00:00,0.0,0.0,,,378.0,222.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
514,514,GHCND:USC00412114,2015-08-06T00:00:00,18.0,0.0,,,389.0,194.0,256.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
515,515,GHCND:USC00412114,2015-08-07T00:00:00,18.0,0.0,,,389.0,250.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
516,516,GHCND:USC00412114,2015-08-08T00:00:00,18.0,0.0,,,400.0,250.0,261.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
517,517,GHCND:USC00412114,2015-08-09T00:00:00,13.0,0.0,,,394.0,250.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
518,518,GHCND:USC00412114,2015-08-10T00:00:00,0.0,0.0,,,400.0,250.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
519,519,GHCND:USC00412114,2015-08-11T00:00:00,9.0,0.0,,,417.0,250.0,272.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
520,520,GHCND:USC00412114,2015-08-12T00:00:00,0.0,0.0,,,411.0,233.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
521,521,GHCND:USC00412114,2015-08-13T00:00:00,4.0,0.0,,,394.0,233.0,256.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
522,522,GHCND:USC00412114,2015-08-14T00:00:00,18.0,0.0,,,378.0,217.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
523,523,GHCND:USC00412114,2015-08-15T00:00:00,13.0,0.0,,,372.0,217.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
524,524,GHCND:USC00412114,2015-08-16T00:00:00,0.0,0.0,,,372.0,217.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
525,525,GHCND:USC00412114,2015-08-17T00:00:00,0.0,8.0,,,378.0,206.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
526,526,GHCND:USC00412114,2015-08-18T00:00:00,22.0,0.0,,,356.0,211.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
527,527,GHCND:USC00412114,2015-08-19T00:00:00,0.0,0.0,,,378.0,228.0,250.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
528,528,GHCND:USC00412114,2015-08-20T00:00:00,27.0,13.0,,,356.0,233.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
529,529,GHCND:USC00412114,2015-08-21T00:00:00,0.0,0.0,,,278.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
530,530,GHCND:USC00412114,2015-08-22T00:00:00,9.0,18.0,,,300.0,222.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
531,531,GHCND:USC00412114,2015-08-23T00:00:00,9.0,0.0,,,372.0,239.0,239.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
532,532,GHCND:USC00412114,2015-08-24T00:00:00,0.0,0.0,,,383.0,233.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
533,533,GHCND:USC00412114,2015-08-25T00:00:00,0.0,0.0,,,394.0,233.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
534,534,GHCND:USC00412114,2015-08-26T00:00:00,0.0,51.0,,,328.0,211.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
535,535,GHCND:USC00412114,2015-08-27T00:00:00,0.0,0.0,,,350.0,167.0,167.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
536,536,GHCND:USC00412114,2015-08-28T00:00:00,0.0,0.0,,,344.0,167.0,183.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
537,537,GHCND:USC00412114,2015-08-29T00:00:00,0.0,0.0,,,361.0,183.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
538,538,GHCND:USC00412114,2015-08-30T00:00:00,0.0,0.0,,,372.0,206.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
539,539,GHCND:USC00412114,2015-08-31T00:00:00,0.0,0.0,,,356.0,211.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
540,540,GHCND:USC00412114,2015-09-01T00:00:00,0.0,0.0,,,367.0,211.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
541,541,GHCND:USC00412114,2015-09-02T00:00:00,0.0,0.0,,,350.0,206.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
542,542,GHCND:USC00412114,2015-09-03T00:00:00,0.0,0.0,,,356.0,206.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
543,543,GHCND:USC00412114,2015-09-04T00:00:00,0.0,0.0,,,361.0,222.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
544,544,GHCND:USC00412114,2015-09-05T00:00:00,0.0,0.0,,,356.0,222.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
545,545,GHCND:USC00412114,2015-09-06T00:00:00,9.0,0.0,,,361.0,233.0,244.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
546,546,GHCND:USC00412114,2015-09-07T00:00:00,0.0,0.0,,,383.0,233.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
547,547,GHCND:USC00412114,2015-09-08T00:00:00,0.0,0.0,,,383.0,228.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
548,548,GHCND:USC00412114,2015-09-09T00:00:00,0.0,0.0,,,378.0,228.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
549,549,GHCND:USC00412114,2015-09-10T00:00:00,0.0,8.0,,,317.0,222.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
550,550,GHCND:USC00412114,2015-09-11T00:00:00,0.0,135.0,,,361.0,217.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
551,551,GHCND:USC00412114,2015-09-12T00:00:00,22.0,0.0,,,339.0,211.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
552,552,GHCND:USC00412114,2015-09-13T00:00:00,0.0,0.0,,,306.0,133.0,133.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
553,553,GHCND:USC00412114,2015-09-14T00:00:00,0.0,0.0,,,328.0,133.0,144.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
554,554,GHCND:USC00412114,2015-09-15T00:00:00,40.0,0.0,,,328.0,144.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
555,555,GHCND:USC00412114,2015-09-16T00:00:00,0.0,0.0,,,350.0,222.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
556,556,GHCND:USC00412114,2015-09-17T00:00:00,0.0,0.0,,,350.0,200.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
557,557,GHCND:USC00412114,2015-09-18T00:00:00,0.0,0.0,,,356.0,200.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
558,558,GHCND:USC00412114,2015-09-19T00:00:00,0.0,0.0,,,367.0,189.0,194.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
559,559,GHCND:USC00412114,2015-09-20T00:00:00,0.0,0.0,,,367.0,194.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
560,560,GHCND:USC00412114,2015-09-21T00:00:00,0.0,0.0,,,367.0,200.0,222.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
561,561,GHCND:USC00412114,2015-09-22T00:00:00,0.0,0.0,,,361.0,194.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
562,562,GHCND:USC00412114,2015-09-23T00:00:00,0.0,0.0,,,356.0,167.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
563,563,GHCND:USC00412114,2015-09-24T00:00:00,9.0,0.0,,,344.0,172.0,183.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
564,564,GHCND:USC00412114,2015-09-25T00:00:00,0.0,0.0,,,350.0,178.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
565,565,GHCND:USC00412114,2015-09-26T00:00:00,0.0,0.0,,,350.0,183.0,183.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
566,566,GHCND:USC00412114,2015-09-27T00:00:00,0.0,0.0,,,344.0,167.0,178.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
567,567,GHCND:USC00412114,2015-09-28T00:00:00,22.0,81.0,,,311.0,172.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
568,568,GHCND:USC00412114,2015-09-29T00:00:00,18.0,114.0,,,272.0,206.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
569,569,GHCND:USC00412114,2015-09-30T00:00:00,18.0,0.0,,,328.0,206.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
570,570,GHCND:USC00412114,2015-10-02T00:00:00,9.0,0.0,,,311.0,144.0,144.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
571,571,GHCND:USC00412114,2015-10-03T00:00:00,0.0,0.0,,,278.0,111.0,111.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
572,572,GHCND:USC00412114,2015-10-04T00:00:00,9.0,0.0,,,283.0,111.0,128.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
573,573,GHCND:USC00412114,2015-10-05T00:00:00,0.0,0.0,,,278.0,122.0,150.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
574,574,GHCND:USC00412114,2015-10-06T00:00:00,9.0,0.0,,,289.0,150.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
575,575,GHCND:USC00412114,2015-10-07T00:00:00,0.0,0.0,,,311.0,167.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
576,576,GHCND:USC00412114,2015-10-08T00:00:00,0.0,0.0,,,322.0,172.0,189.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
577,577,GHCND:USC00412114,2015-10-09T00:00:00,0.0,0.0,,,322.0,183.0,194.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
578,578,GHCND:USC00412114,2015-10-10T00:00:00,9.0,0.0,,,328.0,172.0,178.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
