,index,station,date,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT05,WT11,elevation,mindate,maxdate,latitude,name,datacoverage,elevationUnit,longitude
952,952,GHCND:USC00412114,2016-12-30T00:00:00,4.0,0.0,,,183.0,61.0,67.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
953,953,GHCND:USC00412114,2016-12-31T00:00:00,27.0,0.0,,,128.0,67.0,106.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
954,954,GHCND:USC00412114,2017-01-01T00:00:00,4.0,0.0,,,194.0,106.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
955,955,GHCND:USC00412114,2017-01-02T00:00:00,54.0,38.0,,,200.0,156.0,161.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
956,956,GHCND:USC00412114,2017-01-03T00:00:00,4.0,119.0,,,189.0,61.0,78.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
957,957,GHCND:USC00412114,2017-01-04T00:00:00,58.0,0.0,,,228.0,33.0,33.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
958,958,GHCND:USC00412114,2017-01-05T00:00:00,27.0,0.0,,,78.0,28.0,61.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
959,959,GHCND:USC00412114,2017-01-06T00:00:00,45.0,0.0,,,144.0,-17.0,-11.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
960,960,GHCND:USC00412114,2017-01-07T00:00:00,31.0,0.0,,,33.0,-89.0,-89.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
961,961,GHCND:USC00412114,2017-01-08T00:00:00,4.0,0.0,,,22.0,-89.0,-89.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
962,962,GHCND:USC00412114,2017-01-09T00:00:00,36.0,0.0,,,156.0,-89.0,56.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
963,963,GHCND:USC00412114,2017-01-10T00:00:00,76.0,0.0,,,183.0,56.0,178.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
964,964,GHCND:USC00412114,2017-01-11T00:00:00,85.0,0.0,,,256.0,178.0,189.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
965,965,GHCND:USC00412114,2017-01-12T00:00:00,40.0,0.0,,,256.0,189.0,194.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
966,966,GHCND:USC00412114,2017-01-13T00:00:00,18.0,0.0,,,267.0,189.0,194.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
967,967,GHCND:USC00412114,2017-01-14T00:00:00,9.0,13.0,,,256.0,139.0,150.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
968,968,GHCND:USC00412114,2017-01-15T00:00:00,13.0,0.0,,,222.0,150.0,161.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
969,969,GHCND:USC00412114,2017-01-16T00:00:00,54.0,140.0,,,228.0,161.0,178.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
970,970,GHCND:USC00412114,2017-01-17T00:00:00,18.0,64.0,,,206.0,106.0,111.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
971,971,GHCND:USC00412114,2017-01-18T00:00:00,18.0,229.0,,,122.0,106.0,111.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
972,972,GHCND:USC00412114,2017-01-19T00:00:00,18.0,297.0,,,150.0,106.0,111.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
973,973,GHCND:USC00412114,2017-01-20T00:00:00,9.0,0.0,,,144.0,111.0,117.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
974,974,GHCND:USC00412114,2017-01-21T00:00:00,13.0,0.0,,,200.0,117.0,128.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
975,975,GHCND:USC00412114,2017-01-22T00:00:00,13.0,38.0,,,206.0,106.0,111.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
976,976,GHCND:USC00412114,2017-01-23T00:00:00,36.0,0.0,,,167.0,44.0,61.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
977,977,GHCND:USC00412114,2017-01-24T00:00:00,27.0,0.0,,,200.0,61.0,67.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
978,978,GHCND:USC00412114,2017-01-25T00:00:00,27.0,8.0,,,256.0,67.0,156.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
979,979,GHCND:USC00412114,2017-01-26T00:00:00,22.0,0.0,,,200.0,22.0,22.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
980,980,GHCND:USC00412114,2017-01-27T00:00:00,4.0,0.0,,,144.0,0.0,6.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
981,981,GHCND:USC00412114,2017-01-28T00:00:00,31.0,0.0,,,139.0,6.0,44.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
982,982,GHCND:USC00412114,2017-01-29T00:00:00,9.0,0.0,,,156.0,11.0,22.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
983,983,GHCND:USC00412114,2017-01-30T00:00:00,4.0,0.0,,,178.0,11.0,22.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
984,984,GHCND:USC00412114,2017-01-31T00:00:00,18.0,0.0,,,256.0,11.0,39.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
985,985,GHCND:USC00412114,2017-02-01T00:00:00,27.0,0.0,,,256.0,11.0,128.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
986,986,GHCND:USC00412114,2017-02-02T00:00:00,67.0,0.0,,,256.0,111.0,111.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
987,987,GHCND:USC00412114,2017-02-03T00:00:00,18.0,0.0,,,172.0,67.0,67.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
988,988,GHCND:USC00412114,2017-02-04T00:00:00,22.0,0.0,,,167.0,50.0,50.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
989,989,GHCND:USC00412114,2017-02-05T00:00:00,9.0,0.0,,,133.0,50.0,122.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
990,990,GHCND:USC00412114,2017-02-06T00:00:00,31.0,43.0,,,233.0,122.0,178.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
991,991,GHCND:USC00412114,2017-02-07T00:00:00,49.0,0.0,,,250.0,178.0,211.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
992,992,GHCND:USC00412114,2017-02-08T00:00:00,49.0,0.0,,,283.0,100.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
993,993,GHCND:USC00412114,2017-02-09T00:00:00,31.0,0.0,,,261.0,50.0,50.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
994,994,GHCND:USC00412114,2017-02-10T00:00:00,27.0,0.0,,,194.0,50.0,56.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
995,995,GHCND:USC00412114,2017-02-11T00:00:00,27.0,0.0,,,256.0,56.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
996,996,GHCND:USC00412114,2017-02-12T00:00:00,9.0,0.0,,,294.0,167.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
997,997,GHCND:USC00412114,2017-02-13T00:00:00,45.0,0.0,,,267.0,161.0,161.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
998,998,GHCND:USC00412114,2017-02-14T00:00:00,18.0,0.0,,,261.0,161.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
999,999,GHCND:USC00412114,2017-02-15T00:00:00,31.0,277.0,,,178.0,56.0,61.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1000,1000,GHCND:USC00412114,2017-02-16T00:00:00,0.0,0.0,,,172.0,6.0,6.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1001,1001,GHCND:USC00412114,2017-02-17T00:00:00,36.0,15.0,,,189.0,6.0,78.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1002,1002,GHCND:USC00412114,2017-02-18T00:00:00,13.0,13.0,,,200.0,78.0,150.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1003,1003,GHCND:USC00412114,2017-02-19T00:00:00,27.0,0.0,,,228.0,150.0,189.0,1.0,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1004,1004,GHCND:USC00412114,2017-02-20T00:00:00,4.0,483.0,,,222.0,139.0,139.0,,1.0,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1005,1005,GHCND:USC00412114,2017-02-21T00:00:00,31.0,170.0,,,167.0,122.0,122.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1006,1006,GHCND:USC00412114,2017-02-22T00:00:00,0.0,0.0,,,228.0,89.0,89.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1007,1007,GHCND:USC00412114,2017-02-23T00:00:00,27.0,0.0,,,278.0,89.0,89.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1008,1008,GHCND:USC00412114,2017-02-24T00:00:00,27.0,0.0,,,294.0,89.0,144.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1009,1009,GHCND:USC00412114,2017-02-25T00:00:00,27.0,0.0,,,294.0,44.0,50.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1010,1010,GHCND:USC00412114,2017-02-26T00:00:00,27.0,0.0,,,206.0,50.0,72.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1011,1011,GHCND:USC00412114,2017-02-27T00:00:00,27.0,0.0,,,222.0,72.0,178.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1012,1012,GHCND:USC00412114,2017-02-28T00:00:00,49.0,0.0,,,283.0,178.0,183.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1013,1013,GHCND:USC00412114,2017-03-01T00:00:00,13.0,0.0,,,278.0,183.0,189.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1014,1014,GHCND:USC00412114,2017-03-02T00:00:00,4.0,0.0,,,278.0,50.0,61.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1015,1015,GHCND:USC00412114,2017-03-03T00:00:00,9.0,0.0,,,278.0,39.0,44.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1016,1016,GHCND:USC00412114,2017-03-04T00:00:00,22.0,0.0,,,222.0,44.0,100.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1017,1017,GHCND:USC00412114,2017-03-05T00:00:00,22.0,112.0,,,172.0,100.0,111.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1018,1018,GHCND:USC00412114,2017-03-06T00:00:00,67.0,71.0,,,183.0,111.0,183.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1019,1019,GHCND:USC00412114,2017-03-07T00:00:00,22.0,8.0,,,261.0,183.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1020,1020,GHCND:USC00412114,2017-03-08T00:00:00,18.0,114.0,,,239.0,111.0,117.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1021,1021,GHCND:USC00412114,2017-03-09T00:00:00,18.0,0.0,,,233.0,117.0,178.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1022,1022,GHCND:USC00412114,2017-03-10T00:00:00,27.0,0.0,,,250.0,117.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1023,1023,GHCND:USC00412114,2017-03-11T00:00:00,18.0,48.0,,,228.0,161.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1024,1024,GHCND:USC00412114,2017-03-12T00:00:00,58.0,0.0,,,222.0,44.0,56.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1025,1025,GHCND:USC00412114,2017-03-13T00:00:00,27.0,0.0,,,167.0,56.0,56.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1026,1026,GHCND:USC00412114,2017-03-14T00:00:00,4.0,0.0,,,178.0,17.0,33.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1027,1027,GHCND:USC00412114,2017-03-15T00:00:00,31.0,0.0,,,189.0,33.0,72.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1028,1028,GHCND:USC00412114,2017-03-16T00:00:00,54.0,0.0,,,194.0,72.0,94.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1029,1029,GHCND:USC00412114,2017-03-17T00:00:00,31.0,0.0,,,222.0,83.0,194.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1030,1030,GHCND:USC00412114,2017-03-18T00:00:00,13.0,0.0,,,261.0,172.0,189.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1031,1031,GHCND:USC00412114,2017-03-19T00:00:00,18.0,0.0,,,233.0,178.0,178.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1032,1032,GHCND:USC00412114,2017-03-20T00:00:00,31.0,0.0,,,278.0,178.0,189.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1033,1033,GHCND:USC00412114,2017-03-21T00:00:00,22.0,0.0,,,294.0,161.0,161.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1034,1034,GHCND:USC00412114,2017-03-22T00:00:00,18.0,0.0,,,294.0,133.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1035,1035,GHCND:USC00412114,2017-03-23T00:00:00,49.0,0.0,,,289.0,167.0,183.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1036,1036,GHCND:USC00412114,2017-03-24T00:00:00,4.0,0.0,,,300.0,167.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1037,1037,GHCND:USC00412114,2017-03-25T00:00:00,27.0,0.0,,,294.0,139.0,161.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1038,1038,GHCND:USC00412114,2017-03-26T00:00:00,13.0,0.0,,,256.0,89.0,117.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1039,1039,GHCND:USC00412114,2017-03-27T00:00:00,22.0,0.0,,,261.0,117.0,194.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1040,1040,GHCND:USC00412114,2017-03-28T00:00:00,36.0,0.0,,,256.0,194.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1041,1041,GHCND:USC00412114,2017-03-29T00:00:00,,203.0,,,300.0,172.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1042,1042,GHCND:USC00412114,2017-03-30T00:00:00,22.0,97.0,,,267.0,117.0,117.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1043,1043,GHCND:USC00412114,2017-03-31T00:00:00,9.0,0.0,,,239.0,100.0,106.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1044,1044,GHCND:USC00412114,2017-04-01T00:00:00,36.0,0.0,,,256.0,106.0,161.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1045,1045,GHCND:USC00412114,2017-04-02T00:00:00,22.0,0.0,,,267.0,161.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1046,1046,GHCND:USC00412114,2017-04-03T00:00:00,13.0,1008.0,,,233.0,117.0,117.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1047,1047,GHCND:USC00412114,2017-04-04T00:00:00,31.0,0.0,,,283.0,117.0,128.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1048,1048,GHCND:USC00412114,2017-04-05T00:00:00,80.0,13.0,,,300.0,106.0,111.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1049,1049,GHCND:USC00412114,2017-04-06T00:00:00,4.0,0.0,,,261.0,61.0,61.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1050,1050,GHCND:USC00412114,2017-04-07T00:00:00,18.0,0.0,,,244.0,61.0,67.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1051,1051,GHCND:USC00412114,2017-04-08T00:00:00,13.0,0.0,,,233.0,67.0,111.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1052,1052,GHCND:USC00412114,2017-04-09T00:00:00,36.0,0.0,,,267.0,111.0,167.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1053,1053,GHCND:USC00412114,2017-04-10T00:00:00,31.0,0.0,,,289.0,156.0,156.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1054,1054,GHCND:USC00412114,2017-04-11T00:00:00,18.0,343.0,,,256.0,156.0,178.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1055,1055,GHCND:USC00412114,2017-04-12T00:00:00,9.0,272.0,,,194.0,150.0,156.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1056,1056,GHCND:USC00412114,2017-04-13T00:00:00,9.0,0.0,,,267.0,156.0,178.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1057,1057,GHCND:USC00412114,2017-04-14T00:00:00,4.0,0.0,,,278.0,133.0,150.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1058,1058,GHCND:USC00412114,2017-04-15T00:00:00,18.0,0.0,,,278.0,150.0,172.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1059,1059,GHCND:USC00412114,2017-04-16T00:00:00,22.0,0.0,,,272.0,172.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1060,1060,GHCND:USC00412114,2017-04-17T00:00:00,18.0,38.0,,,283.0,189.0,194.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1061,1061,GHCND:USC00412114,2017-04-18T00:00:00,13.0,165.0,,,283.0,183.0,183.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1062,1062,GHCND:USC00412114,2017-04-19T00:00:00,31.0,10.0,,,256.0,183.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1063,1063,GHCND:USC00412114,2017-04-20T00:00:00,18.0,13.0,,,283.0,194.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1064,1064,GHCND:USC00412114,2017-04-21T00:00:00,27.0,0.0,,,300.0,200.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1065,1065,GHCND:USC00412114,2017-04-22T00:00:00,31.0,5.0,,,272.0,200.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1066,1066,GHCND:USC00412114,2017-04-23T00:00:00,27.0,0.0,,,217.0,94.0,100.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1067,1067,GHCND:USC00412114,2017-04-24T00:00:00,0.0,0.0,,,211.0,78.0,78.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1068,1068,GHCND:USC00412114,2017-04-25T00:00:00,49.0,0.0,,,222.0,78.0,161.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1069,1069,GHCND:USC00412114,2017-04-26T00:00:00,63.0,0.0,,,294.0,161.0,228.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1070,1070,GHCND:USC00412114,2017-04-27T00:00:00,,0.0,,,283.0,200.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1071,1071,GHCND:USC00412114,2017-04-28T00:00:00,40.0,0.0,,,272.0,89.0,217.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1072,1072,GHCND:USC00412114,2017-04-29T00:00:00,63.0,0.0,,,283.0,217.0,233.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1073,1073,GHCND:USC00412114,2017-04-30T00:00:00,49.0,43.0,,,278.0,117.0,117.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1074,1074,GHCND:USC00412114,2017-05-01T00:00:00,4.0,0.0,,,217.0,78.0,78.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1075,1075,GHCND:USC00412114,2017-05-02T00:00:00,4.0,0.0,,,283.0,78.0,128.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1076,1076,GHCND:USC00412114,2017-05-03T00:00:00,36.0,0.0,,,294.0,128.0,206.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1077,1077,GHCND:USC00412114,2017-05-04T00:00:00,31.0,56.0,,,261.0,128.0,128.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1078,1078,GHCND:USC00412114,2017-05-05T00:00:00,22.0,0.0,,,272.0,117.0,122.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1079,1079,GHCND:USC00412114,2017-05-06T00:00:00,0.0,0.0,,,267.0,94.0,94.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1080,1080,GHCND:USC00412114,2017-05-07T00:00:00,9.0,0.0,,,300.0,94.0,122.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1081,1081,GHCND:USC00412114,2017-05-08T00:00:00,4.0,0.0,,,283.0,122.0,156.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1082,1082,GHCND:USC00412114,2017-05-09T00:00:00,9.0,0.0,,,294.0,122.0,161.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1083,1083,GHCND:USC00412114,2017-05-10T00:00:00,9.0,0.0,,,294.0,161.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1084,1084,GHCND:USC00412114,2017-05-11T00:00:00,9.0,0.0,,,300.0,194.0,200.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1085,1085,GHCND:USC00412114,2017-05-12T00:00:00,49.0,432.0,,,283.0,167.0,167.0,,1.0,,1.0,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
1086,1086,GHCND:USC00412114,2017-05-13T00:00:00,9.0,0.0,,,267.0,150.0,161.0,,,,,105.8,1904-08-01,2019-04-19,31.3072,"CROCKETT, TX US",1,METERS,-95.4509
